m,TagName,
"2020-12-01 00:00:00","c#","5719"
"2020-12-01 00:00:00","c++","4439"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7785"
"2020-12-01 00:00:00","javascript","15967"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4778"
"2020-12-01 00:00:00","python","22113"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2092"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2562"
"2021-01-01 00:00:00","c#","6173"
"2021-01-01 00:00:00","c++","4094"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","565"
"2021-01-01 00:00:00","java","8004"
"2021-01-01 00:00:00","javascript","16823"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4745"
"2021-01-01 00:00:00","python","22813"
"2021-01-01 00:00:00","r","4336"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2305"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","c#","5785"
"2021-02-01 00:00:00","c++","4083"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","566"
"2021-02-01 00:00:00","java","7553"
"2021-02-01 00:00:00","javascript","15233"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4368"
"2021-02-01 00:00:00","python","21359"
"2021-02-01 00:00:00","r","4323"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2250"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2479"
"2021-03-01 00:00:00","c#","6373"
"2021-03-01 00:00:00","c++","4284"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","754"
"2021-03-01 00:00:00","java","8636"
"2021-03-01 00:00:00","javascript","16715"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4734"
"2021-03-01 00:00:00","python","23743"
"2021-03-01 00:00:00","r","5168"
"2021-03-01 00:00:00","ruby","497"
"2021-03-01 00:00:00","swift","2373"
"2021-04-01 00:00:00","assembly","319"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5884"
"2021-04-01 00:00:00","c++","3922"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","623"
"2021-04-01 00:00:00","java","7892"
"2021-04-01 00:00:00","javascript","15814"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4298"
"2021-04-01 00:00:00","python","22349"
"2021-04-01 00:00:00","r","4791"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2109"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2079"
"2021-05-01 00:00:00","c#","5712"
"2021-05-01 00:00:00","c++","4172"
"2021-05-01 00:00:00","delphi","168"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","java","7927"
"2021-05-01 00:00:00","javascript","15765"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4248"
"2021-05-01 00:00:00","python","22325"
"2021-05-01 00:00:00","r","4662"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1853"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1862"
"2021-06-01 00:00:00","c#","5606"
"2021-06-01 00:00:00","c++","3808"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7561"
"2021-06-01 00:00:00","javascript","14955"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4068"
"2021-06-01 00:00:00","python","20826"
"2021-06-01 00:00:00","r","4275"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1783"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1616"
"2021-07-01 00:00:00","c#","5192"
"2021-07-01 00:00:00","c++","3481"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6930"
"2021-07-01 00:00:00","javascript","14717"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3883"
"2021-07-01 00:00:00","python","20516"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1956"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1529"
"2021-08-01 00:00:00","c#","5094"
"2021-08-01 00:00:00","c++","3232"
"2021-08-01 00:00:00","delphi","135"
"2021-08-01 00:00:00","go","744"
"2021-08-01 00:00:00","java","6731"
"2021-08-01 00:00:00","javascript","14580"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3855"
"2021-08-01 00:00:00","python","19767"
"2021-08-01 00:00:00","r","4033"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1885"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5038"
"2021-09-01 00:00:00","c++","3577"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","617"
"2021-09-01 00:00:00","java","6586"
"2021-09-01 00:00:00","javascript","14378"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3685"
"2021-09-01 00:00:00","python","18954"
"2021-09-01 00:00:00","r","3897"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1616"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2088"
"2021-10-01 00:00:00","c#","5267"
"2021-10-01 00:00:00","c++","3700"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6538"
"2021-10-01 00:00:00","javascript","13782"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3576"
"2021-10-01 00:00:00","python","19728"
"2021-10-01 00:00:00","r","4170"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1561"
"2021-11-01 00:00:00","assembly","285"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","c#","5574"
"2021-11-01 00:00:00","c++","3797"
"2021-11-01 00:00:00","delphi","139"
"2021-11-01 00:00:00","go","649"
"2021-11-01 00:00:00","java","6887"
"2021-11-01 00:00:00","javascript","13428"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3475"
"2021-11-01 00:00:00","python","19982"
"2021-11-01 00:00:00","r","4025"
"2021-11-01 00:00:00","ruby","392"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","265"
"2021-12-01 00:00:00","c","2093"
"2021-12-01 00:00:00","c#","5006"
"2021-12-01 00:00:00","c++","3552"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","720"
"2021-12-01 00:00:00","java","6163"
"2021-12-01 00:00:00","javascript","13030"
"2021-12-01 00:00:00","perl","101"
"2021-12-01 00:00:00","php","3228"
"2021-12-01 00:00:00","python","18955"
"2021-12-01 00:00:00","r","3537"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","swift","1416"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1949"
"2022-01-01 00:00:00","c#","5250"
"2022-01-01 00:00:00","c++","3597"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","java","6416"
"2022-01-01 00:00:00","javascript","13911"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3372"
"2022-01-01 00:00:00","python","19631"
"2022-01-01 00:00:00","r","3842"
"2022-01-01 00:00:00","ruby","443"
"2022-01-01 00:00:00","swift","1725"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1672"
"2022-02-01 00:00:00","c#","5078"
"2022-02-01 00:00:00","c++","3183"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","643"
"2022-02-01 00:00:00","java","5906"
"2022-02-01 00:00:00","javascript","12777"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3109"
"2022-02-01 00:00:00","python","19205"
"2022-02-01 00:00:00","r","3908"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1598"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1943"
"2022-03-01 00:00:00","c#","5666"
"2022-03-01 00:00:00","c++","3494"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","758"
"2022-03-01 00:00:00","java","6559"
"2022-03-01 00:00:00","javascript","13558"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3123"
"2022-03-01 00:00:00","python","20675"
"2022-03-01 00:00:00","r","4479"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1737"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","c","1736"
"2022-04-01 00:00:00","c#","5189"
"2022-04-01 00:00:00","c++","3469"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","714"
"2022-04-01 00:00:00","java","6350"
"2022-04-01 00:00:00","javascript","13451"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3177"
"2022-04-01 00:00:00","python","19811"
"2022-04-01 00:00:00","r","4174"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1447"
"2022-05-01 00:00:00","assembly","257"
"2022-05-01 00:00:00","c","1763"
"2022-05-01 00:00:00","c#","5489"
"2022-05-01 00:00:00","c++","3520"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","608"
"2022-05-01 00:00:00","java","6463"
"2022-05-01 00:00:00","javascript","13293"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3363"
"2022-05-01 00:00:00","python","19374"
"2022-05-01 00:00:00","r","4133"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1458"
"2022-06-01 00:00:00","assembly","238"
"2022-06-01 00:00:00","c","1560"
"2022-06-01 00:00:00","c#","5300"
"2022-06-01 00:00:00","c++","3073"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","676"
"2022-06-01 00:00:00","java","5697"
"2022-06-01 00:00:00","javascript","12602"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3197"
"2022-06-01 00:00:00","python","18730"
"2022-06-01 00:00:00","r","3888"
"2022-06-01 00:00:00","ruby","425"
"2022-06-01 00:00:00","swift","1510"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1383"
"2022-07-01 00:00:00","c#","5221"
"2022-07-01 00:00:00","c++","2987"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","681"
"2022-07-01 00:00:00","java","5400"
"2022-07-01 00:00:00","javascript","12736"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3092"
"2022-07-01 00:00:00","python","19005"
"2022-07-01 00:00:00","r","3664"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1466"
"2022-08-01 00:00:00","assembly","163"
"2022-08-01 00:00:00","c","1432"
"2022-08-01 00:00:00","c#","5479"
"2022-08-01 00:00:00","c++","2948"
"2022-08-01 00:00:00","delphi","116"
"2022-08-01 00:00:00","go","790"
"2022-08-01 00:00:00","java","5297"
"2022-08-01 00:00:00","javascript","13050"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3114"
"2022-08-01 00:00:00","python","18635"
"2022-08-01 00:00:00","r","3783"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1480"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1549"
"2022-09-01 00:00:00","c#","4989"
"2022-09-01 00:00:00","c++","2772"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","786"
"2022-09-01 00:00:00","java","5036"
"2022-09-01 00:00:00","javascript","11875"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2826"
"2022-09-01 00:00:00","python","17046"
"2022-09-01 00:00:00","r","3537"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1490"
"2022-10-01 00:00:00","assembly","226"
"2022-10-01 00:00:00","c","1890"
"2022-10-01 00:00:00","c#","5034"
"2022-10-01 00:00:00","c++","2925"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","684"
"2022-10-01 00:00:00","java","5282"
"2022-10-01 00:00:00","javascript","11635"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2761"
"2022-10-01 00:00:00","python","18496"
"2022-10-01 00:00:00","r","3912"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1326"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2005"
"2022-11-01 00:00:00","c#","5174"
"2022-11-01 00:00:00","c++","2961"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","696"
"2022-11-01 00:00:00","java","5405"
"2022-11-01 00:00:00","javascript","11736"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2785"
"2022-11-01 00:00:00","python","18832"
"2022-11-01 00:00:00","r","4001"
"2022-11-01 00:00:00","ruby","414"
"2022-11-01 00:00:00","swift","1433"
"2022-12-01 00:00:00","assembly","261"
"2022-12-01 00:00:00","c","1725"
"2022-12-01 00:00:00","c#","4664"
"2022-12-01 00:00:00","c++","2609"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","600"
"2022-12-01 00:00:00","java","4798"
"2022-12-01 00:00:00","javascript","10280"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2367"
"2022-12-01 00:00:00","python","15858"
"2022-12-01 00:00:00","r","3209"
"2022-12-01 00:00:00","ruby","344"
"2022-12-01 00:00:00","swift","1229"
"2023-01-01 00:00:00","assembly","230"
"2023-01-01 00:00:00","c","1440"
"2023-01-01 00:00:00","c#","4705"
"2023-01-01 00:00:00","c++","2411"
"2023-01-01 00:00:00","delphi","108"
"2023-01-01 00:00:00","go","688"
"2023-01-01 00:00:00","java","4698"
"2023-01-01 00:00:00","javascript","10054"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2536"
"2023-01-01 00:00:00","python","15016"
"2023-01-01 00:00:00","r","3256"
"2023-01-01 00:00:00","ruby","327"
"2023-01-01 00:00:00","swift","1206"
"2023-02-01 00:00:00","assembly","172"
"2023-02-01 00:00:00","c","1231"
"2023-02-01 00:00:00","c#","4122"
"2023-02-01 00:00:00","c++","2039"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","621"
"2023-02-01 00:00:00","java","4095"
"2023-02-01 00:00:00","javascript","8499"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2012"
"2023-02-01 00:00:00","python","13040"
"2023-02-01 00:00:00","r","3270"
"2023-02-01 00:00:00","ruby","317"
"2023-02-01 00:00:00","swift","1063"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1180"
"2023-03-01 00:00:00","c#","4241"
"2023-03-01 00:00:00","c++","2333"
"2023-03-01 00:00:00","delphi","124"
"2023-03-01 00:00:00","go","599"
"2023-03-01 00:00:00","java","4466"
"2023-03-01 00:00:00","javascript","8521"
"2023-03-01 00:00:00","perl","95"
"2023-03-01 00:00:00","php","1882"
"2023-03-01 00:00:00","python","12792"
"2023-03-01 00:00:00","r","3297"
"2023-03-01 00:00:00","ruby","265"
"2023-03-01 00:00:00","swift","1131"
"2023-04-01 00:00:00","assembly","181"
"2023-04-01 00:00:00","c","1100"
"2023-04-01 00:00:00","c#","3314"
"2023-04-01 00:00:00","c++","1774"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","484"
"2023-04-01 00:00:00","java","3590"
"2023-04-01 00:00:00","javascript","6600"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1592"
"2023-04-01 00:00:00","python","10099"
"2023-04-01 00:00:00","r","2597"
"2023-04-01 00:00:00","ruby","199"
"2023-04-01 00:00:00","swift","894"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","980"
"2023-05-01 00:00:00","c#","3242"
"2023-05-01 00:00:00","c++","1633"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","391"
"2023-05-01 00:00:00","java","3313"
"2023-05-01 00:00:00","javascript","6170"
"2023-05-01 00:00:00","perl","53"
"2023-05-01 00:00:00","php","1633"
"2023-05-01 00:00:00","python","9576"
"2023-05-01 00:00:00","r","2373"
"2023-05-01 00:00:00","ruby","223"
"2023-05-01 00:00:00","swift","808"
"2023-06-01 00:00:00","assembly","142"
"2023-06-01 00:00:00","c","817"
"2023-06-01 00:00:00","c#","3260"
"2023-06-01 00:00:00","c++","1654"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","499"
"2023-06-01 00:00:00","java","3353"
"2023-06-01 00:00:00","javascript","5917"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1567"
"2023-06-01 00:00:00","python","9111"
"2023-06-01 00:00:00","r","2211"
"2023-06-01 00:00:00","ruby","192"
"2023-06-01 00:00:00","swift","938"
"2023-07-01 00:00:00","assembly","156"
"2023-07-01 00:00:00","c","895"
"2023-07-01 00:00:00","c#","3748"
"2023-07-01 00:00:00","c++","1817"
"2023-07-01 00:00:00","delphi","98"
"2023-07-01 00:00:00","go","509"
"2023-07-01 00:00:00","java","3849"
"2023-07-01 00:00:00","javascript","7154"
"2023-07-01 00:00:00","perl","67"
"2023-07-01 00:00:00","php","1658"
"2023-07-01 00:00:00","python","10615"
"2023-07-01 00:00:00","r","2282"
"2023-07-01 00:00:00","ruby","215"
"2023-07-01 00:00:00","swift","1113"
"2023-08-01 00:00:00","assembly","143"
"2023-08-01 00:00:00","c","854"
"2023-08-01 00:00:00","c#","3621"
"2023-08-01 00:00:00","c++","1651"
"2023-08-01 00:00:00","delphi","106"
"2023-08-01 00:00:00","go","488"
"2023-08-01 00:00:00","java","3786"
"2023-08-01 00:00:00","javascript","6697"
"2023-08-01 00:00:00","perl","49"
"2023-08-01 00:00:00","php","1742"
"2023-08-01 00:00:00","python","10151"
"2023-08-01 00:00:00","r","2349"
"2023-08-01 00:00:00","ruby","201"
"2023-08-01 00:00:00","swift","959"
"2023-09-01 00:00:00","assembly","155"
"2023-09-01 00:00:00","c","861"
"2023-09-01 00:00:00","c#","3029"
"2023-09-01 00:00:00","c++","1472"
"2023-09-01 00:00:00","delphi","105"
"2023-09-01 00:00:00","go","422"
"2023-09-01 00:00:00","java","3301"
"2023-09-01 00:00:00","javascript","5642"
"2023-09-01 00:00:00","perl","60"
"2023-09-01 00:00:00","php","1656"
"2023-09-01 00:00:00","python","8559"
"2023-09-01 00:00:00","r","2020"
"2023-09-01 00:00:00","ruby","190"
"2023-09-01 00:00:00","swift","854"
"2023-10-01 00:00:00","assembly","173"
"2023-10-01 00:00:00","c","958"
"2023-10-01 00:00:00","c#","3136"
"2023-10-01 00:00:00","c++","1695"
"2023-10-01 00:00:00","delphi","165"
"2023-10-01 00:00:00","go","415"
"2023-10-01 00:00:00","java","3367"
"2023-10-01 00:00:00","javascript","5357"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1488"
"2023-10-01 00:00:00","python","8879"
"2023-10-01 00:00:00","r","2046"
"2023-10-01 00:00:00","ruby","191"
"2023-10-01 00:00:00","swift","886"
"2023-11-01 00:00:00","assembly","171"
"2023-11-01 00:00:00","c","950"
"2023-11-01 00:00:00","c#","3091"
"2023-11-01 00:00:00","c++","1453"
"2023-11-01 00:00:00","delphi","103"
"2023-11-01 00:00:00","go","404"
"2023-11-01 00:00:00","java","3256"
"2023-11-01 00:00:00","javascript","5134"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1390"
"2023-11-01 00:00:00","python","8394"
"2023-11-01 00:00:00","r","1983"
"2023-11-01 00:00:00","ruby","151"
"2023-11-01 00:00:00","swift","860"
"2023-12-01 00:00:00","assembly","180"
"2023-12-01 00:00:00","c","861"
"2023-12-01 00:00:00","c#","2626"
"2023-12-01 00:00:00","c++","1413"
"2023-12-01 00:00:00","delphi","75"
"2023-12-01 00:00:00","go","323"
"2023-12-01 00:00:00","java","2516"
"2023-12-01 00:00:00","javascript","4722"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1202"
"2023-12-01 00:00:00","python","6953"
"2023-12-01 00:00:00","r","1597"
"2023-12-01 00:00:00","ruby","153"
"2023-12-01 00:00:00","swift","735"
"2024-01-01 00:00:00","assembly","176"
"2024-01-01 00:00:00","c","817"
"2024-01-01 00:00:00","c#","2669"
"2024-01-01 00:00:00","c++","1572"
"2024-01-01 00:00:00","delphi","88"
"2024-01-01 00:00:00","go","340"
"2024-01-01 00:00:00","java","2852"
"2024-01-01 00:00:00","javascript","5079"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1382"
"2024-01-01 00:00:00","python","7702"
"2024-01-01 00:00:00","r","1797"
"2024-01-01 00:00:00","ruby","162"
"2024-01-01 00:00:00","swift","859"
"2024-02-01 00:00:00","assembly","132"
"2024-02-01 00:00:00","c","762"
"2024-02-01 00:00:00","c#","2686"
"2024-02-01 00:00:00","c++","1434"
"2024-02-01 00:00:00","delphi","110"
"2024-02-01 00:00:00","go","304"
"2024-02-01 00:00:00","java","2765"
"2024-02-01 00:00:00","javascript","4721"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1296"
"2024-02-01 00:00:00","python","7783"
"2024-02-01 00:00:00","r","1822"
"2024-02-01 00:00:00","ruby","157"
"2024-02-01 00:00:00","swift","667"
"2024-03-01 00:00:00","assembly","139"
"2024-03-01 00:00:00","c","735"
"2024-03-01 00:00:00","c#","2583"
"2024-03-01 00:00:00","c++","1336"
"2024-03-01 00:00:00","delphi","98"
"2024-03-01 00:00:00","go","324"
"2024-03-01 00:00:00","java","2821"
"2024-03-01 00:00:00","javascript","4715"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1360"
"2024-03-01 00:00:00","python","7368"
"2024-03-01 00:00:00","r","1686"
"2024-03-01 00:00:00","ruby","139"
"2024-03-01 00:00:00","swift","721"
"2024-04-01 00:00:00","assembly","184"
"2024-04-01 00:00:00","c","735"
"2024-04-01 00:00:00","c#","2725"
"2024-04-01 00:00:00","c++","1308"
"2024-04-01 00:00:00","delphi","106"
"2024-04-01 00:00:00","go","302"
"2024-04-01 00:00:00","java","2571"
"2024-04-01 00:00:00","javascript","4249"
"2024-04-01 00:00:00","perl","26"
"2024-04-01 00:00:00","php","1175"
"2024-04-01 00:00:00","python","7335"
"2024-04-01 00:00:00","r","1532"
"2024-04-01 00:00:00","ruby","114"
"2024-04-01 00:00:00","swift","687"
"2024-05-01 00:00:00","assembly","179"
"2024-05-01 00:00:00","c","667"
"2024-05-01 00:00:00","c#","2488"
"2024-05-01 00:00:00","c++","1433"
"2024-05-01 00:00:00","delphi","101"
"2024-05-01 00:00:00","go","270"
"2024-05-01 00:00:00","java","2276"
"2024-05-01 00:00:00","javascript","3998"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","1153"
"2024-05-01 00:00:00","python","6907"
"2024-05-01 00:00:00","r","1377"
"2024-05-01 00:00:00","ruby","117"
"2024-05-01 00:00:00","swift","616"
"2024-06-01 00:00:00","assembly","96"
"2024-06-01 00:00:00","c","563"
"2024-06-01 00:00:00","c#","2107"
"2024-06-01 00:00:00","c++","1245"
"2024-06-01 00:00:00","delphi","75"
"2024-06-01 00:00:00","go","255"
"2024-06-01 00:00:00","java","2094"
"2024-06-01 00:00:00","javascript","3339"
"2024-06-01 00:00:00","perl","35"
"2024-06-01 00:00:00","php","1098"
"2024-06-01 00:00:00","python","5689"
"2024-06-01 00:00:00","r","1160"
"2024-06-01 00:00:00","ruby","116"
"2024-06-01 00:00:00","swift","662"
